Label,Text
non_depressive,আপনাদের আমাদের সবার কমেন্টথেকে উঠে যাবে কোটি
depressive,জীবনের অজানা সময়ে আমি আরও কঠিন সময় পাচ্ছি।
depressive,ক্ষেত খ্যাতি থাকি খ্যাত কোনদিন রাস্তায় আসে
depressive,বিনপির কেউ যেন শুনে। মনে ব্যথা লাগে এসব কথা শুনলে
non_depressive,শক্তিপদ সর্দারের খুন নিয়ে নতুন করে কিছু আর বলার নেই আমার সংবিধান অনুযায়ী আইনশৃঙ্খলা রাজ্যের অধীন বলে আমরা দাঁড়িয়ে দাঁড়িয়ে দেখবো এটা হতে পারে না দৃষ্টান্তমূলক কোন পদক্ষেপ না নিতে পারলে নেতা হিসেবে সাধারণ কর্মীদের সঙ্গে চোখ মেলাতেও আমার লজ্জা করবে এটাই অনুভব করছি ছিঃ
depressive,বাংলাদেশ আরো উন্নত হতো যদি দুর্নীতি থাকতো
non_depressive,সেটা সরকারের চাটুকার সংবাদ মাধ্যমে প্রচার হচ্ছে
non_depressive,অপরাধী দের কঠিন শাস্তি হওয়া উচিত
non_depressive,রাশেদুল পূর্বে কোন রাজনৈতিক দলের কর্মী ছিলো জাতি জানতে চায়।
depressive,আমার জীবনে অন্ধকার বিরক্তি অস্বস্তিআমি আবারও হারানোর ভয়ে হারিয়ে গেছি।এত অস্বস্তি
depressive,জীবনের অজানা পথে আমি একটি হারিয়ে গেছে মনে হয়।
non_depressive,যাই হোক ভালো হলেই ভালো
depressive,হাইরে বাংলাদেশ হাইরে পুলিশ
depressive,"কতোদিন প্রাণ আমার হাসে না , ঠোঁটের কোনে তোমরা যা দেখো আসলে তা হাসি না । "
depressive,"প্রানের শহরে চলছে প্রানের সংহার এ যেন মৃত্যু পুরী , বেচেঁ থাকার নাই কোনো অধিকার ! কিছুই তো চাইনি , শুধু চেয়েছি নিরাপত্তা , নিরাপদে একটু বেঁচে থাকার অধিকার ! এই ইচ্ছাটুকু বলবো কার কাছে ? দেখার কেউ কি আছে ? নাকি ক্ষমতাধররা সবাই অমানুষ হয়ে গেছে ? "
depressive,এটার জন্য কেউ ভালো কথা বললেও খারাপ লাগে কোন কিছুই ভালো লাগেনা কেউ কোনো ভালো সমাধান দিতে পারবেন যদি সমাধান দিতেন তাহলে অনেক কৃতজ্ঞ থাকতাম
non_depressive,কোথাও নেই মানবতা কোথাও নেই বিচার ! সবখানেতে ঝুলে আছে আজগুবি সব ফিচার ! 
non_depressive,মাটি চিকিৎসায় কাজ হলে জলোচিকিৎসা দিয়ে দেখতেন
depressive,হবেই বাংলাদেশে এখন মানুষ দান সাদকা করে
depressive,বাসের তলায় পিষছে মানুষ হাসছে নরপিশাচ তিন তিনটা লাশ পরেছে কির পোলা লাশ চাস
depressive,আওয়ামী লীগের নেতা মন্ত্রী আমলাদের নিজেদের উন্নয়নের জোয়ারে ভাসছে বাংলাদেশ ডুবছে সাধারণ মানুষ।
depressive,বর্তমান সময় বন্ধুদের সাথে মনের কথা শেয়ার করা মানে নিজের
non_depressive,"এই পৃথিবীতে আমরা , কে কতোদিন বেঁচে থাকবো , এটা গুরুত্বপূর্ণ কোনো বিষয় না । গুরুত্বপূর্ণ বিষয় হলো , মানুষের মনে আমরা , কতোদিন বেঁচে থাকবো । "
non_depressive,বাস্তব কথা ফুটে ওঠেছে।
depressive,এসব এখন খায় বাংলাদেশে
non_depressive,বাংলাদেশের প্রিয় জুটি
depressive,সবকিছু মিথ্যে আমি মিথ্যে মিথ্যে আমার বসবাস মিথ্যে আমার গৃহ শুধু সত্য আমার নিরূপিত ছায়া মাত্র কষ্ট দিবিরে তোরা
non_depressive,কারিগরি শিকার  ভাগ করা উচিত
non_depressive,আল্লাহ্ তায়ালা আপনি মহান আপনি পরম দয়ালু আপনি সর্ব শক্তিমান আপনি উনাকে নেক হায়াত দান করুন সুস্থ করিয়া দিয়েন আমিন সুম্মা আমিন আল্লাহু আমিন
non_depressive,বাংলাদেশে বক্স অফিস বলতে কিছুই নেই যদিও ছিল নব্বইয়ের দশকে ছিল।
depressive,সুষ্ঠু বিচার সম্ভব নয় শুধু টাকা খাওয়ার জন্য কাহিনি
non_depressive,ফারনাজ আলম পাকিস্তান থেকে বাংলাদেশে এসে দিব্যি বিউটি পার্লার খুলে ব্যবসা করতেছে। আগেও একুশে ফেব্রুয়ারি নিয়ে বিতর্কিত
non_depressive,Rtv সুন্দর সুন্দর নিউজ করে একদম মুগ্ধ হয়ে উপায় নেই।
non_depressive,বাইকের স্পিড মনে উপরে ছিল তাই বাস বাইকের সংঘর্ষ
non_depressive,ঈশ্বর তুমি রক্ষা করো সকল সন্তানদের
depressive,প্রতিটি সূর্যের আলো তার পিছনে একটি অসম্পূর্ণ সৃষ্টি নিয়ে যাচ্ছে।আর কষ্ট দিবিরে তোরা বাঙালি কান্না সারা দেশের
depressive,আমি সময় অনুমান করি আমি সবার জন্য অপমানিত।হতাশা দুচিন্তা বেকারত্বের প্রধান কারণ।
depressive,"এক একজন ৭ ১০ করে ভোট দেবার সুযোগ পাচ্ছে । সরকার ভোটাধিকার প্রয়োগের সব্বোর্চ্য সুযোগ দিছে , মেনে নিতে হবে । "
non_depressive,আপনার ভিডিও ভাই অনেক খানি ইম্প্রুভ হইয়া যাচ্ছেআজকের ভিডিওটা একটু আসলেই ভালো এডিটিং ছিল।অনেক ভাল্লাগছে ভাই
depressive,কষ্ট কেও কখনো আপন করেনা কোনো কিছুই ঠিক হয়না।
non_depressive,এটা শুধু আমাদের সোনার বাংলাদেশে সম্ভব
depressive,কাচরীর বাজারে আমিও রুগি
non_depressive,"যেভাবে হলো বরিশাল , রাজশাহী আর সিলেটের সিটি কর্পোরেশন নির্বাচন : "
depressive,নিকোটিনের ধোয়ায় সময় কাটে রাতে রাতটা আমার জন্য দিন দিনটা রাত ।যুগ পাল্টাইছে কিন্তু মানুষের নষ্ট ধেনধারনা পরিবর্তন হয়নি খুব দুঃখ জনক
non_depressive,সালার সাংবাদিক দালালি ছাড়।
depressive,টাকা দিয়ে গাছ লাগাইলেও এখন একটু গরম পরতে পারতো
non_depressive,আপনাদের জন্য ভালো হয়েছে কয়েকদিন এসব পোষ্ট করে রিচ বাড়াইতে পারবেন
non_depressive,খুব ভালো লাগে দুজনের জুঠিকে
non_depressive,দেশ বিদেশে সড়ক দুর্ঘটনায় এতো সাধারণ মানুষের মৃত্যু হয় অথচ মানুষ খুনি এসব মন্ত্রীদের মৃত্যু কি হতে পারে না ? যতদিন এসব হায়েনাদের হাতে ক্ষমতা থাকবে ততদিনে এদেশের সড়ক পথের দুর্ঘটনার হার ও হ্রাস পাবেনা । 
non_depressive,নাউজুবিল্লাহ এভাবে একসাথে জামা খুলে করে এরা
depressive,আমি সময় অনুমান করি আমি অব্যবস্থা এবং আমি আমার জীবনের প্রতি সুবিধা হারাচ্ছি।হতাশা দুচিন্তা বেকারত্বের প্রধান কারণ।
non_depressive,সমস্যা নেই প্রধানমন্ত্রীর তহবিল খোলার পুষিয়ে দেবে
non_depressive,বিয়ে কি ? জানার জন্য এক বিজ্ঞানী বিয়ে করেছিল এখন সেই বিজ্ঞানী ভুলে গেছে বিজ্ঞান কি ? 
depressive,বালিকার জন্য গেছিলাম ফ্রান্সের বিখ্যাত ভালোবাসার সেতুতে তালা ঝুলাইতে ভাগ্যের নির্মম পরিহাস সেখানে তালা ঝুলানোই নিষেধ করে দিছে
non_depressive,জারা এমন কাজ করচে এদের সাতে জারা জরিত আচেতাদের ফাঁশি অল্প সময় মদ্দে চাই সবাই
non_depressive,"দুই শত্রুর মধ্যে এমন ভাবে কথাবার্তা বল , তারা পরস্পরে মিলে গেলেও যেন তোমাকে লজ্জিত হতে না হয় । শেখ সাদী রা "
depressive,ফাইজার টিকা দিয়ে আমিও এখন অসুস্থ হয়ে আছি
non_depressive,এরা বলে নিজেরাই জানে না।পাচার বন্ধ করে।দাম বারালে সমাধান হবে
non_depressive,নায়ক মারুফ যেটাই করে সেটাই ইতিহাস হয়ে যায়
depressive,"পেঙ্গুইন যদি মন্ত্রী হয় ! তাহলে কাউয়া র দোষ কি ? সারাটা দিন ট্রমার মধ্যে গেছে , ভিডিও টা দেখার পর ঠিক থাকা অসম্ভব ছিল তখন । কি কপাল ছেলেমেয়ে গুলোর "
non_depressive,যদি সততা বপন করেন ফলবে বিশ্বাস । যদি সৎ গুণ বপন করেন জুটবে বন্ধু । যদি বিনয় বপন করেন ফলবে মহত্ত্ব । যদি অধ্যবসায় বপন করেন আসবে বিজয় যদি বিবেচনাবোধ বপন করেন ফলবে সম্প্রীতি । যদি কঠোর পরিশ্রম বপন করেন ফলবে সাফল্য । যদি ক্ষমাশীলতা বপন করেন ফলবে মীমাংসা । যদি ধৈর্য বপন করেন ফলবে উন্নতি । 
depressive,ছিঃ এভাবে টাকা খেয়ে নিজের মাতৃভাষার বদলে অন্যভাষা প্রচার করা
non_depressive,আহারে এসব নিউজ
non_depressive,পূর্ব পাকিস্তান বোঝা ছিল পূর্বের টাকায় পশ্চিম চলতো সেটা বলেন শরীফ সাহেব।ইন আল্লাহ্ এখনো আপনাদের চেয়ে এগিয়েই থাকবে বাংলা
depressive,প্রতিদিন একটি নতুন আলোর প্রত্যাশা নিজেকে বাঁচিয়ে রাখতে কঠিন হচ্ছে।
depressive,আমি রাজনীতি বুঝি না কিংবা এটা নিয়ে মাথাও ঘামাই না কিন্তু গনতান্ত্রিক দেশের নাগরিক হিসেবে বলতে চাই এটা কেমন ডিজিটাল দেশ ? মৃতব্যক্তিরও ভোট গ্রহন হয় । ডিজিটাল গনতন্ত্রে মৃতব্যক্তিও ভোট দেওয়ার অধিকার রাখে রাজকুমার
depressive,"ক্ষোভের আগুনে জ্বলছে যখন ভুক্তভোগীরা , সাধারণে তখন দায়িত্বশীল কেউ কেমনে থাকে এত নির্বিকার মনে ? কোন আনন্দ পাওয়াতে কোন সুখ পাওয়াতে কোন মজা পাওয়াতেই জানি মানুষজন হাসে , অথচ মানুষরূপী শয়তানদের অন্যায়ের প্রশ্রয়দানকারীদের মানুষের দূর্ঘটনা , মৃত্যুতে ও মুখে হাসির পোয়ারা ভাসে ! "
depressive,"সাম্প্রদায়িকতার বিরুদ্ধে লড়াইয়ে মমতার নৈতিক জোর নেই , বিশ্বাসযোগ্যতাও নেই : "
non_depressive,আলহামদুলিল্লাহ নিয়ে যাও ভাই
non_depressive,গাছ লাগান পরিবেশ বাঁচান
depressive,সাব্বিরদের ব্যাট হাতুড়ি হয়ে উঠবে কবে ? : 
non_depressive,"নেশার গতি এবার ইতি । সপ্তাহের শেষে পরীক্ষকের বেশে । জোরে চালালে গাড়ি হাতে পড়বে বেড়ি । সৌজন্যে কলকাতা পুলিশ , দক্ষিণ শহরতলি বিভাগ যাদবপুর । "
non_depressive,"যেখানে ফুল , সেখানে ভ্রুমর । যেখানে মধু সেখানে মৌমাছি । যেখানে পাহাড় , সেখানে ঝড়না । আর যেখানে সুন্দর একটা মন , সেখানে বন্ধুত্বের বন্ধন । "
depressive,টাকার চুলায় রান্না করে টাকার চালের ভাত খেয়ে ইউনিট প্রতি টাকা বিদ্যুৎ বিল দিয়ে উন্নয়নের মহাসড়কে হাটতে চায়
depressive,চোখ বন্ধ করতে লাগে যদি তোমাকে দেখি কথাটা
depressive,বাংলাদেশে কোটি মানুষ টাকা করে দিলে কোটি টাকা
depressive,টিকা নেওয়ার আগে অনেক ভালো ছিলাম এখন ভালো একটা শরিরে শক্তি পাচ্ছিনা।
depressive,আমি সময় অনুমান করি আমি অন্যের জন্য পর্যাপ্ত নই।আমি সময় অনুমান করি আমি যেটা প্রয়োজন তাতে আমি সেটা করতে পারবো
non_depressive,একটা সমস্যা নাই। পাইজার একটা দিছি। সিনোভিকস টা দিলাম। সমস্যা
non_depressive,দেখা গেলাম সৃতি হিসেবে like kro
depressive,বৃষ্টিতে ভিজে এলার্জি দ্বারা লাঞ্চিত লোরাটিডিন ট্যাবলেট এর কাছে বিচার দিলুম রায়ে এক বস্তা ঘুম ঘাড়ে চাপিয়ে দিছে দেশে বিচার নাই রে
non_depressive,চাকুরীতে অবসরের বয়স বছর থেকে কমিয়ে বছর করা উচিত। তাহলে কিছু কর্মসংস্থান তাড়াতাড়ি খালি হলে কিছু নতুন মুখ তাড়াতাড়ি চাকুরী পাবে।
non_depressive,"সিলেট নির্বচনে ৬২ কেন্দ্রর ফলাফল ১ ঘড়ি ৪৭ , ৮৭০ ২ ধানের শীষ ৪০ , ৫৯০ ৩ নৌকা ৩৯ , ১০০"
depressive,বড়লোকের ছেলে টাকা পয়সা দিয়ে এসব জিনিস ধামাচাপা দিয়ে দিবে
depressive,যখন আমি সময়ের সাথে স্বপ্ন হারাতে চাই তখন আমি সমস্যা হারিয়ে যায়
depressive,ডিপ্রেশন থেকে মুক্তির দরকার নেই নিজেই ভিতরে মরে গেছি
non_depressive,"আর যে আল্লাহ ও তাঁর রাসূলের নাফরমানী করে এবং তাঁর সীমারেখা লঙ্ঘন করে , আল্লাহ তাকে আগুনে প্রবেশ করাবেন , সেখানে সে স্থায়ী হবে । আর তার জন্যই রয়েছে অপমানজনক আযাব । সূরা নিসা ১৪"
non_depressive,লাইসেন্স থাকলে তার সেফ্টির জন্য নিয়ে আসতেই পারে
non_depressive,খুবই মর্মস্পর্শী নাটক উপস্থাপনাও দারুণ। তটিনী অনেক পরিণত হয়ে উঠছে।  থেকে নাটক দেখছি এটাই pasttime আমার।
non_depressive,নিউজে মিউজিক কেন দিছে। ফালতু্
depressive,ডিপ্রেশনে থাকলে শারীরিক পরিশ্রম করেন। শরীরের উপর চাপ পড়লে মানসিক চাপ কমে যাবে
non_depressive,মূল সমস্যা হলো অর্থ কিছু
depressive,অনেক কষ্টের বিষন্নতা একাকীত্বের কারনেও হয়।
non_depressive,বিগত পঞ্চায়েত নির্বাচনের পূর্বে থেকে আজ অবধি একের পর এক বিজেপির কার্যকর্তাদের তৃণমূলী উন্নয়নবাহিনীর হাতে খুন হওয়ার প্রতিবাদে আজ গান্ধী মূর্তির পাদদেশে ভারতীয় জনতা পার্টির অবস্থান বিক্ষোভ । 
non_depressive,ইয়া আল্লাহ্ আমরা সবাইকে রকম বিপদ আপদ থেকে হেল্প করিও মাবুদ আমীন আমীন আমীন।
non_depressive,আইনের প্রতি দৃষ্টি আকর্ষণ করছি
depressive,জীবনের প্রতিটি ছবি অনেকটা একটি অনন্ত বিপর্যয়ের স্বপ্নের মতো।আর কষ্ট দিবিরে তোরা বাঙালি কান্না সারা দেশের
depressive,আমি সময় অস্থির আত্মসম্মান অনুভব করি।হতাশা দুচিন্তা বেকারত্বের প্রধান কারণ।
non_depressive,"সিলেট সিটি করপোরেশন নির্বাচনে বিএনপির প্রার্থী আরিফুল হক অভিযোগ করেন , গত রাতেই শহরের কয়েকটি ওয়ার্ডে ব্যালট পেপারে ছাপ মেরে বাক্স ভর্তি করে রাখা হয়েছে : "
depressive,দেশে বছর পড়াশোনা করে অভিজ্ঞতা ছাড়া চাকরি পাওয়া সম্ভব সত্যি আমরা জাতি হিসেবে লজ্জিত
depressive,আমি চেষ্টা করছি জীবনের মাঝে একটি উদ্বিগ্ন উত্তেজনা খুঁজে পাওয়ার জন্য কিন্তু সেটি অসম্পূর্ণ হয়ে যাচ্ছে।
non_depressive,আলহামদুলিল্লাহ। ভালোই আছি টিকা নিয়ে
non_depressive,আব্বা এটা কীভাবে সম্ভব আব্বা
depressive,আমি সবসময় ক্ষতিগ্রস্ত মনে হচ্ছে। আমার কাছে দুঃখের ব্যবস্থা করার জন্য কোনো নেই।অনেক দিন ধরে আমি অশান্তির মধ্যে ভুগছি।
depressive,আমি সময় সম্পর্কে চিন্তা করি এবং আমি সময় মনে করি আমি সম্পর্কটি সম্পন্ন করতে পারি না।হতাশা দুচিন্তা বেকারত্বের প্রধান কারণ।
depressive,আমার কাছে শুধু মনে আমার জন্য দুনিয়া আমার শুধু সুইসাইড চিন্তা মাথায় ঘোরে।
non_depressive,বরিশাল সিটি কর্পোরেশন নির্বাচনে জালভোটের প্রতিবাদ করায় বাসদের নারী মেয়রপ্রার্থী ডা মনীষা চক্রবর্তীর মই ওপর হামলা ও মারপিট করেছে ছাত্রলীগের গুণ্ডারা । 
depressive,সরকার লোকেরা সিন্ডিকেটের মধ্যমে সবকিছুর দাম বৃদ্ধি করা হয়েছে
non_depressive,"দুনিয়া ক্ষণস্থায়ী আর আখিরাত হল চিরস্থায়ী , দুনিয়া হল সরাই খানা আর আখিরাত হল আসল বাড়ী , "
non_depressive,"সুপ্ৰভাত , "
depressive,আমি চেষ্টা করছি আমার দুঃখের সাথে সাথে বুঝে নিতে কিন্তু করতে অসমর্থ।
depressive,রাকিবের টিম পেটায় নাই অন্তরার পরিবার সাথে ঝামেলা হয়ছিলো তাই অন্তরার পরিবার পিটিয়েছে ওখানে রাকিবের টিমের কেউ ছিলো
depressive,ভালো বাসা এমনি ।আমি আমার প্রিয় মানুষটাকে ভিশন ভালো বাসি ।আল্লাহ্ যেন চিরজীবন একসাথে রাখেন।ইহকাল পরকাল সবসময় যেন সাথে থাকতে পারি
depressive,জীবনের অজানা পথে আমি কতবার হারিয়ে যাচ্ছি কেউ জানে না। আমার মনে অনিশ্চিততা কখনো শেষ হবে না।
non_depressive,ভাই গরম আমার এতো ভালো লাগে ক্যা
non_depressive,জনগণ ভালো কাজ করেছে এরকম শাস্তি দরকার
non_depressive,হিন্দু সুরক্ষা আইন করা জন্য বাংলাদেশ সরকারের কাছে অনুরোধ
non_depressive,টাউজার পরে সাঁতার কাটা যায়না।
depressive,তীব্র শোক জাহান্নাম যেনো কারো জীবনে আসুক
depressive,হায়রে মানুষ কবে বুঝবে ভালোমন্দ ফয়সালা হয় আল্লাহর পক্ষ থেকে
non_depressive,রাকিব দেশ থেকে বের করে দেওযা হোক
depressive,চারিদিকে শুনি উন্নয়ন উন্নয়ন তাহলে জোর করে সিল মারার প্রয়োজন
depressive,তালাক এখন অনেক মুসলিম নারীর কাছে এককালীন টাকা উপার্জনের সেরা উপায় যার কারনে তালাক হয় নারী কর্তৃক
non_depressive,আমেরিকার দালালি করলে এরকমটাই হবে
non_depressive,থেকে পরিত্রাণ পাওয়ার একমাত্র উপায় ধর্মীয় শিক্ষা ধর্মীয় আইন অনুযায়ী চলা
depressive,আমি সময় মনে করি আমি অস্থির এবং অস্থির হতে চাই।
depressive,নিউজ অভাব তাইতো স্বনামধন্য টিভি চ্যানেল টিকটকার দের নিয়ে নিউজ করে
non_depressive,অপরাধীদের কঠিন শাস্তি দেওয়ার আহবান জানাচ্ছি
non_depressive,আল্লাহ আমাকে বাচিয়েছেন আল্লাহর কাছে অনেক অনেক অনেক শুকরিয়া আদায় করি
depressive,আমি চাইতেও সবকিছু হারাতে চাই কিন্তু আমার হারানোর অভাব কিছু রকম করে প্রভাব ফেলে।
non_depressive,জানোয়ার দের বিচার আল্লাহ করবেন
non_depressive,বাংলা আমার সোনার বাংলা
non_depressive,যাক শেষ পর্যন্ত বোধদয় হয়েছে
non_depressive,আলহামদুলিল্লাহ এজন্য টিকে নেই নাই
depressive,সিধ কাটিয়া তোমার ঘরে করতে গেলাম চুরি আসতে গিয়া অন্ধকারে আটকে গিয়াছে ভূড়ি
depressive,সালে গবেষণা শুরুর অবশেষে পানির অস্তিত্বের ব্যাপারে অনেকটাই নিশ্চিত বিজ্ঞানীরা সার্টিফিকেট দিয়ে আমি করবো মনে চায় মরে যাই
non_depressive,আরটিভি নিউজ পাচ্ছে
depressive,"প্রানের শহরে চলছে প্রানের সংহার এ যেন মৃত্যু পুরী , বেচেঁ থাকার নাই কোনো অধিকার ! কিছুই তো চাইনি , শুধু চেয়েছি নিরাপত্তা , নিরাপদে একটু বেঁচে থাকার অধিকার ! এই ইচ্ছাটুকু বলবো কার কাছে ? দেখার কেউ কি আছে ? নাকি ক্ষমতাধররা সবাই অমানুষ হয়ে গেছে ? "
depressive,আমি সময় অনুমান করি আমি নিজের সাথে সন্তুষ্ট নই।আমি সময় অনুমান করি আমি যেটা প্রয়োজন তাতে আমি সেটা করতে পারবো
non_depressive,সবাই কেমন আছেন আশা করি ভালো আছেন
non_depressive,টিকা খাইয়া আইলাম সৌদি আরব আলহামদুলিল্লাহ ভালো আছি
non_depressive,আসলে যাদের মন পরিস্কার হয় তাদের ভাগ্যটাই খারাপ হয় । 
non_depressive,দাম বাড়ছে বাড়ুক বেতন বাড়াতে হবে। আমরা কৃষকরা বাঁচবো কেমন করে ব্যাবসায়ীরা লাভ করছে।
non_depressive,আলহামদুলিল্লাহ টিকা ছাড়াই আল্লাহ ভালো রেখেছে
depressive,আমি সময় অনুমান করি আমি অন্যের জন্য অপরিচিত।আমি সময় অনুমান করি আমি যেটা প্রয়োজন তাতে আমি সেটা করতে পারবো
depressive,সবাই জনগনের চাকর হতে চায়। কারন জনগনের চাকর হওয়াটা আমাদের সমাজে বেশি সম্মানিয় পেশা।
depressive,ডিপ্রেশন মানে আমি যেটা বুঝি হলো প্রেম আজকাল বেশিরভাগ মানুষ ডিপ্রেশনে থাকে আত্মহত্যার বেছে নেয়
depressive,মানুষ বাঁচুক বাঁচুক তাতে কার এসে যায় চাইলে দেশে থাকেন চলে যান এমন কথা কেউ বললেও অবাক হওয়ার কিছু নাই
depressive,এইসব ফাইভ বুলেট ট্রেনের স্বপ্ন আছে বলেই আমরা বাসের পাদানিতে টেম্পুর পাদানিতে গাদাগাদি করে দাঁড়িয়ে প্রতিদিন চলাফেরা করতে পারি
non_depressive,ভারত সরকার সাধারণ জনগণের সুযোগ সুবিধা গুলো দিয়ে থাকে আমাদের দেশের সরকার সুযোগ সুবিধা গুলো কখনো দেয়।
non_depressive,ইনশাআল্লাহ পারবে সিনামাটি করে দাও ইউটিউবে
non_depressive,"সম্পর্ক কখনো দূরত্বের কারণে শেষ হয় না , সম্পর্ক শেষ হয় অহংকার , অসম্মান , স্বার্থপরতা , আর বিশ্বাস ঘাতকতার কারণে । "
depressive,আমি জানি আমার জীবনের সমস্যার সামনে অবস্থা হলে আমি কীভাবে সম্মুখীন হতে পারবো না।
non_depressive,মেয়েদের বলছি ভালো একটা নামাযি ছেলে দেখে বিয়ে করে ফেলুন আপনারা। তাহলেই আশা করি ভালো হবে এবং আল্লাহ তায়ালার অশেষ রহমতে ভালো থাকবেন
depressive,বাঙালি তোদের ছেড়ে দেবে ভেবেছিস বাংলাপক্ষ জয়বাংলা
depressive,"তোরই মতো কোনো একটা কেউ কথা দিয়ে যায় , ছায়া হয়ে যায় । তোরই মতো কোনো একটা কেউ ভাসিয়ে আমায় দূরে নিয়ে যায় "
non_depressive,"পৃথীবির সবথেকে কঠিন কাজ হলো , মানুষের মনের সত্যিকারের ভালোবাসা অর্জন করা ! "
depressive,পৃথিবীর সকল প্রেমিকায় চায় শুধুমাত্র তার চোখেই বারবার তার প্রেমিক হতাহত হোক যুগ পাল্টাইছে কিন্তু মানুষের নষ্ট ধেনধারনা পরিবর্তন হয়নি খুব দুঃখ জনক
depressive,"গেলে তোমার আমার আরো ৪ ৫ টা সন্তান যাবে , ত বোও শাজাহান এর মন্ত্রীত্ব যাবেনা এটা সাফ মনে রাখো । আন্দোলন অবরোধ করে টরে কোন লাভ হবেনা এটা সাফ মনে রাখো । এইটা আমার বাংলাদেশ "
non_depressive,শিক্ষিত মানুষ ডিভোর্স বেশী দেয় এজন্য শিক্ষা বন্ধ করলে হবে নাহবরং শিক্ষার মান উন্নয়ন করতে হবেনৈতিক শিক্ষা এবং ধর্মীয় শিক্ষায় গুরুত্ব দিতে হবে
non_depressive,"সৎকাজ করার আগে পবিত্র ও হালাল জিনিস খাওয়ার ব্যাপারে পরিষ্কার ইঙ্গিত রয়েছে যে , হারাম খেয়ে সৎকাজ করার কোন মানে হয় না । সৎকাজের জন্য প্রথম শর্ত হচ্ছে হালাল রিযিক খাওয়া । হাদীসে বলা হয়েছে , নবী সা বলেছেনঃ হে লোকেরা ! আল্লাহ নিজে পবিত্র , তাই তিনি পবিত্র জিনিসই পছন্দ করেন । "
depressive,পুলিশ হালারা রাতেও শুধু শুধু সাধারণ মানুষ হয়রানি করে ধান্দার জন্য কবো ওরা মানুষ হবে
depressive,জীবন আমাকে সবসময় একা এবং অসহায় অনুভব করার অনুভুতি দেয়।
non_depressive,ভারত সরকার অসংখ্য ধন্যবাদ এমন সিদ্ধান্ত নিয়েছে আমি আসছি বাংলাদেশ থেকে ভারতে জয় শ্রী রাম
non_depressive,সন্ধ্যা ছয়টার পুর্বে দোকানে সিগারেট কেনাবেচা নিষিদ্ধ আইন চাই।
non_depressive,সত্যি অসাধারণ নাটকটিতে হয়তো ভাসোবাসা পূর্ণতা পায়নি কিন্তু নাটকটিতে স্বল্প পরিসরে যেই ভালোবাসা ফুটে উঠছে সত্যিই অভাবনীয়
non_depressive,সেখানে নিত্যপন্যের দামের সাথে তুলনা করতে পারলি
depressive,আমি সময় অনুভব করি আমি কাউকে নির্দোষ প্রতিষ্ঠিত করতে পারি না।
non_depressive,র ্যাঙ্কিংয়েও পুরস্কার পেলেন তামিম : 
depressive,টাকায় অথচ টাকা চালের কেজি টাকায় চাউলের কেজি দেন
depressive,কিসের এতো ভয় বলো যেখানে ভালোবাসা শূণ্যতার উপর দাঁড়িয়ে সেখানে তোমাকে হারানোর ভয় বোকামী শুভ সকাল
depressive,আমি সময় অনুমান করি আমি অন্যের জন্য অপরিচিত।আমি সময় অনুমান করি আমি যেটা প্রয়োজন তাতে আমি সেটা করতে পারবো
non_depressive,ভারত সকল মুসলিমদের বাংলা পাকিস্তান পাঠানো হোক
non_depressive,খোঁজ নিয়ে দেখেন নায়ক নিজেই নিয়েছে কোটি। কোনও নেই
depressive,বক্স অফিস মারুফ উচ্চারণ করতেই জানে সেখানে হবেনা লাভ হবে কেমন
depressive,এখন সিনেমা দেখে কারা বুঝে শুনে বিনিয়োগ করা উচিত
depressive,বাংলার মন্ত্রীদের বেশিরভাগই যে আল্টিমেট অ্যাসহোল এইটা কিছু জনতা অনেক দিন পর বুঝতে পারতেসে দেইখা বেশ বিনুদন পাইলাম । যাও গিয়া চ্যাটনার গোড়ায় তেল মাখাও । 
non_depressive,ভালো মুবি গ্রান কার্ড
depressive,নতুন করে দেবে।কিন্তু বাবার সৃতি ভেঙে ফেললো।
depressive,পাড়া ছেলে ব্যবসায়ী সুখি বিবাহিত জীবন কাটাচ্ছে। আমরা শিক্ষিত হয় ভয় পাই বলি নিজের পায়ে দাঁড়াতে বেকার বসে থাকতে
non_depressive,"আবারও বৃষ্টি বৃষ্টি এমন একটা জিনিশ যেটা একদিন হলে প্রেম পায় কিন্তু রোজ রোজ হলে মনটা কয় , গালাগালি "
depressive,পৃথিবীরটা খারাপের বাজার হিদায়ত দিন আল্লাহ
non_depressive,রাশেদুল পূর্বে কোন রাজনৈতিক দলের কর্মী ছিলো জাতি জানতে চায়।
depressive,শান্ত বুকের তপ্তক্ষুনে শক্তমাটি রক্তলাল মজলুমানের আর্তনাদে আরশে আজিম কম্পমান মানবতা দূর্বিপাকে আবাসভুমি ঘোর শ্মশান
non_depressive,ভালো ফালতু নিউজ
depressive,সাব্বিরদের ব্যাট হাতুড়ি হয়ে উঠবে কবে
depressive,কারণ আমরা একলাফে চাকরি পাওয়ার সপ্ন দেখি ছোটখাট চাকরিগুল এড়িয়ে যাই ফলে মার্কেট আমাদের উপর ভরসা করতে পারে না।
non_depressive,এইগুলা যদি নিউজ তাহলে বুঝতে বাকি নাই বাংলাদেশের সাংবাদিকদের খেতেদেয়ে কোন কাজ নাই।
depressive,তোমাদের কোনদিন শোধ হবেনা অথচ স্বঘোষিত রাজাকারের বাচ্চারা তোমাদের আত্নত্যাগের কথা ভুলে গেছে
